116,       66   ,1,       1007   ,       11   ,       0   
116,       66   ,1,       1007   ,       11   ,       0   
116,       64   ,1,       1007   ,       11   ,       0   
116,       61   ,1,       1007   ,       11   ,       0   
116,       62   ,1,       1007   ,       10   ,       0   
116,       60   ,1,       1007   ,       10   ,       0   
116,       60   ,1,       1007   ,       10   ,       0   
116,       59   ,1,       1007   ,       10   ,       0   
116,       59   ,1,       1007   ,       10   ,       0   
116,       60   ,1,       1007   ,       10   ,       0   
116,       61   ,1,       1006   ,       10   ,       0   
116,       61   ,1,       1007   ,       10   ,       0   
116,       63   ,1,       1007   ,       9   ,       0   
116,       63   ,1,       1007   ,       9   ,       0   
116,       63   ,1,       1007   ,       9   ,       0   
116,       64   ,1,       1007   ,       9   ,       0   
116,       65   ,1,       1007   ,       9   ,1
116,       65   ,1,       1007   ,       9   ,1
116,       62   ,1,       1007   ,       9   ,1
116,       61   ,1,       1007   ,       9   ,1
116,       62   ,1,       1007   ,       9   ,1
116,       61   ,1,       1007   ,       9   ,1
116,       60   ,1,       1007   ,       10   ,1
116,       60   ,1,       1007   ,       10   ,1
116,       60   ,1,       1007   ,       10   ,1
116,       60   ,1,       1007   ,       10   ,1
116,       59   ,1,       1007   ,       10   ,1
116,       62   ,1,       1008   ,       10   ,1
116,       62   ,1,       1007   ,       10   ,1
116,       59   ,1,       1007   ,       11   ,1
116,       57   ,1,       1007   ,       11   ,1
116,       57   ,1,       1008   ,       11   ,1
116,       44   ,1,       1007   ,       16   ,1
116,       32   ,1,       1007   ,       26   ,1
116,       44   ,1,       1007   ,       16   ,1
116,       45   ,1,       1007   ,       16   ,1
116,       46   ,1,       1008   ,       16   ,1
116,       44   ,1,       1008   ,       17   ,1
116,       46   ,1,       1007   ,       17   ,1
116,       42   ,1,       1007   ,       19   ,1
116,       40   ,1,       1007   ,       20   ,1
116,       41   ,1,       1008   ,       19   ,1
116,       41   ,1,       1008   ,       19   ,1
116,       41   ,1,       1008   ,       19   ,1
116,       42   ,1,       1008   ,       20   ,1
116,       42   ,1,       1008   ,       20   ,1
116,       40   ,1,       1008   ,       21   ,1
116,       38   ,1,       1008   ,       21   ,1
116,       43   ,1,       1008   ,       19   ,1
116,       42   ,1,       1008   ,       20   ,1
116,       42   ,1,       1008   ,       20   ,1
116,       43   ,1,       1007   ,       20   ,1
116,       41   ,1,       1007   ,       20   ,1
116,       42   ,1,       1007   ,       20   ,1
116,       42   ,1,       1007   ,       20   ,1
116,       42   ,1,       1007   ,       21   ,1
116,       41   ,1,       1007   ,       21   ,1
116,       41   ,1,       1007   ,       21   ,1
116,       40   ,1,       1007   ,       21   ,1
116,       40   ,1,       1007   ,       22   ,1
116,       41   ,1,       1007   ,       22   ,1
116,       39   ,1,       1007   ,       22   ,1
116,       36   ,1,       1007   ,       22   ,1
116,       36   ,1,       1007   ,       22   ,1
